"","target_id","gene","tissue","tpm","binary","accessions","gene_id","gene_name","gene_description","alt_gene_description","all_GO_ids","BP_GO_ids","CC_GO_ids","MF_GO_ids","GOslim","Term"
"191","PGEN_.00g003950","PGEN_.00g003950","gonad",60.035741,1,"P09661;B2R5I6;Q8TBD2",6627,"SNRPA1","U2 small nuclear ribonucleoprotein A'","Senescence marker protein 30","GO:0071013;GO:0016604;GO:0016607;GO:0005654;GO:0005634;GO:0030532;GO:0005681;GO:0005686;GO:0071007;GO:0071005;GO:0003723;GO:0030620;GO:0000398;GO:0008380;GO:0007283","GO:0000398;GO:0008380;GO:0007283","GO:0071013;GO:0016604;GO:0016607;GO:0005654;GO:0005634;GO:0030532;GO:0005681;GO:0005686;GO:0071007;GO:0071005","GO:0003723;GO:0030620","GO:0016071;GO:0022414","mRNA metabolic process;reproductive process"
"198","PGEN_.00g004080","PGEN_.00g004080","gonad",58.509427,1,"O35437;Q3U023",21412,"Tcf21","Transcription factor 21","Podocyte-expressed 1","GO:0005634;GO:0005667;GO:0050681;GO:0043425;GO:0001228;GO:0000981;GO:0001227;GO:0070888;GO:0042826;GO:0046983;GO:0000977;GO:1990837;GO:0009887;GO:0001658;GO:0014707;GO:0060435;GO:0032502;GO:0060539;GO:0048557;GO:0030855;GO:0048732;GO:0032835;GO:0001822;GO:0048286;GO:0060425;GO:0060426;GO:0072277;GO:0072162;GO:0001763;GO:0060766;GO:0000122;GO:0045944;GO:0031063;GO:0006357;GO:0048608;GO:0060541;GO:0060021;GO:0060008;GO:0007530;GO:0007548;GO:0048536;GO:0001657;GO:0001944","GO:0009887;GO:0001658;GO:0014707;GO:0060435;GO:0032502;GO:0060539;GO:0048557;GO:0030855;GO:0048732;GO:0032835;GO:0001822;GO:0048286;GO:0060425;GO:0060426;GO:0072277;GO:0072162;GO:0001763;GO:0060766;GO:0000122;GO:0045944;GO:0031063;GO:0006357;GO:0048608;GO:0060541;GO:0060021;GO:0060008;GO:0007530;GO:0007548;GO:0048536;GO:0001657;GO:0001944","GO:0005634;GO:0005667","GO:0050681;GO:0043425;GO:0001228;GO:0000981;GO:0001227;GO:0070888;GO:0042826;GO:0046983;GO:0000977;GO:1990837","GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0030154;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0030154;GO:0048856;GO:0048856;GO:0023052;GO:0006351;GO:0006355;GO:0006351;GO:0006355;GO:0006351;GO:0006355;GO:0022414;GO:0048856;GO:0048856;GO:0048856;GO:0022414;GO:0030154;GO:0048856;GO:0022414;GO:0022414;GO:0002376;GO:0048856;GO:0048856;GO:0048856","anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;cell differentiation;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;cell differentiation;anatomical structure development;anatomical structure development;signaling;DNA-templated transcription;regulation of DNA-templated transcription;DNA-templated transcription;regulation of DNA-templated transcription;DNA-templated transcription;regulation of DNA-templated transcription;reproductive process;anatomical structure development;anatomical structure development;anatomical structure development;reproductive process;cell differentiation;anatomical structure development;reproductive process;reproductive process;immune system process;anatomical structure development;anatomical structure development;anatomical structure development"
"269","PGEN_.00g006890","PGEN_.00g006890","gonad",2.002019,1,"Q18779",174145,"sqv-7","UDP-sugar transporter sqv-7","Squashed vulva protein 7","GO:0005737;GO:0005794;GO:0000139;GO:0016021;GO:0015297;GO:0005459;GO:0005461;GO:0005463;GO:0005462;GO:0008643;GO:0030206;GO:0009792;GO:0035262;GO:0015014;GO:0002009;GO:0018991;GO:1903354;GO:0000003;GO:0072334;GO:0015787;GO:0015789;GO:0040025","GO:0008643;GO:0030206;GO:0009792;GO:0035262;GO:0015014;GO:0002009;GO:0018991;GO:1903354;GO:0000003;GO:0072334;GO:0015787;GO:0015789;GO:0040025","GO:0005737;GO:0005794;GO:0000139;GO:0016021","GO:0015297;GO:0005459;GO:0005461;GO:0005463;GO:0005462","GO:0006790;GO:1901135;GO:0048856;GO:0022414;GO:0048856;GO:0005975;GO:1901135;GO:0048856;GO:0022414;GO:0048870;GO:0055085;GO:0055085;GO:0055085;GO:0048856","sulfur compound metabolic process;carbohydrate derivative metabolic process;anatomical structure development;reproductive process;anatomical structure development;carbohydrate metabolic process;carbohydrate derivative metabolic process;anatomical structure development;reproductive process;cell motility;transmembrane transport;transmembrane transport;transmembrane transport;anatomical structure development"
"298","PGEN_.00g007780","PGEN_.00g007780","gonad",82.566562,1,"Q13351;Q6PIJ5;Q92899",10661,"KLF1","Krueppel-like factor 1","Erythroid krueppel-like transcription factor","GO:0000785;GO:0005654;GO:0005634;GO:0000987;GO:0003700;GO:0000981;GO:0046872;GO:0000978;GO:0000976;GO:1901653;GO:0030218;GO:0060135;GO:0045893;GO:0006357;GO:0006355","GO:1901653;GO:0030218;GO:0060135;GO:0045893;GO:0006357;GO:0006355","GO:0000785;GO:0005654;GO:0005634","GO:0000987;GO:0003700;GO:0000981;GO:0046872;GO:0000978;GO:0000976","GO:0002376;GO:0030154;GO:0048856;GO:0022414;GO:0006351;GO:0006355;GO:0006351;GO:0006355;GO:0006351","immune system process;cell differentiation;anatomical structure development;reproductive process;DNA-templated transcription;regulation of DNA-templated transcription;DNA-templated transcription;regulation of DNA-templated transcription;DNA-templated transcription"
"309","PGEN_.00g008000","PGEN_.00g008000","gonad",30.16848,1,"Q96MU7;Q4W5Q3;Q7Z622;Q8TF35",91746,"YTHDC1","YTH domain-containing protein 1","Splicing factor YT521","GO:0016607;GO:0005654;GO:0005634;GO:0005886;GO:0003729;GO:1990247;GO:0003723;GO:0009048;GO:0001701;GO:0110104;GO:0006406;GO:0006376;GO:0000398;GO:0010608;GO:0048160;GO:0000381;GO:0048024;GO:0007283","GO:0009048;GO:0001701;GO:0110104;GO:0006406;GO:0006376;GO:0000398;GO:0010608;GO:0048160;GO:0000381;GO:0048024;GO:0007283","GO:0016607;GO:0005654;GO:0005634;GO:0005886","GO:0003729;GO:1990247;GO:0003723","GO:0006325;GO:0048856;GO:0016071;GO:0006913;GO:0016071;GO:0065003;GO:0016071;GO:0022414;GO:0030154;GO:0048856;GO:0016071;GO:0016071;GO:0022414","chromatin organization;anatomical structure development;mRNA metabolic process;nucleocytoplasmic transport;mRNA metabolic process;protein-containing complex assembly;mRNA metabolic process;reproductive process;cell differentiation;anatomical structure development;mRNA metabolic process;mRNA metabolic process;reproductive process"
"313","PGEN_.00g008040","PGEN_.00g008040","gonad",9.839198,1,"Q6KCD5;Q6KC78;Q7TNS4;Q8BKV4;Q8CES9;Q9CUC6",71175,"Nipbl","Nipped-B-like protein","SCC2 homolog","GO:0000785;GO:0005829;GO:0032039;GO:0043231;GO:0005654;GO:0005634;GO:0090694;GO:0032116;GO:0003682;GO:0070087;GO:0042826;GO:0036033;GO:1990841;GO:0008022;GO:0047485;GO:0007420;GO:0034613;GO:0006974;GO:0071481;GO:0050890;GO:0071921;GO:0048589;GO:0048565;GO:0042471;GO:0048701;GO:0048557;GO:0035115;GO:0048703;GO:0034087;GO:0071169;GO:0035261;GO:0048592;GO:0060325;GO:0045444;GO:0035136;GO:0061010;GO:0007507;GO:0003007;GO:0034088;GO:0061780;GO:0007064;GO:0000122;GO:0045892;GO:0003151;GO:0031065;GO:0040018;GO:2001224;GO:0045778;GO:0045944;GO:0048638;GO:0045995;GO:0042634;GO:0006357;GO:1990414;GO:0007605;GO:0019827;GO:0061038","GO:0007420;GO:0034613;GO:0006974;GO:0071481;GO:0050890;GO:0071921;GO:0048589;GO:0048565;GO:0042471;GO:0048701;GO:0048557;GO:0035115;GO:0048703;GO:0034087;GO:0071169;GO:0035261;GO:0048592;GO:0060325;GO:0045444;GO:0035136;GO:0061010;GO:0007507;GO:0003007;GO:0034088;GO:0061780;GO:0007064;GO:0000122;GO:0045892;GO:0003151;GO:0031065;GO:0040018;GO:2001224;GO:0045778;GO:0045944;GO:0048638;GO:0045995;GO:0042634;GO:0006357;GO:1990414;GO:0007605;GO:0019827;GO:0061038","GO:0000785;GO:0005829;GO:0032039;GO:0043231;GO:0005654;GO:0005634;GO:0090694;GO:0032116","GO:0003682;GO:0070087;GO:0042826;GO:0036033;GO:1990841;GO:0008022;GO:0047485","GO:0048856;GO:0050877;GO:0007059;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0000278;GO:0007059;GO:0140014;GO:0022414;GO:0048856;GO:0048856;GO:0048856;GO:0030154;GO:0048856;GO:0048856;GO:0048856;GO:0048856;GO:0000278;GO:0007059;GO:0140014;GO:0000278;GO:0007059;GO:0140014;GO:0000278;GO:0007059;GO:0140014;GO:0006351;GO:0006355;GO:0006351;GO:0006355;GO:0048856;GO:0030154;GO:0048856;GO:0048870;GO:0006351;GO:0006355;GO:0048856;GO:0006351;GO:0006355;GO:0006281;GO:0006310;GO:0050877;GO:0022414;GO:0048856","anatomical structure development;nervous system process;chromosome segregation;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;mitotic cell cycle;chromosome segregation;mitotic nuclear division;reproductive process;anatomical structure development;anatomical structure development;anatomical structure development;cell differentiation;anatomical structure development;anatomical structure development;anatomical structure development;anatomical structure development;mitotic cell cycle;chromosome segregation;mitotic nuclear division;mitotic cell cycle;chromosome segregation;mitotic nuclear division;mitotic cell cycle;chromosome segregation;mitotic nuclear division;DNA-templated transcription;regulation of DNA-templated transcription;DNA-templated transcription;regulation of DNA-templated transcription;anatomical structure development;cell differentiation;anatomical structure development;cell motility;DNA-templated transcription;regulation of DNA-templated transcription;anatomical structure development;DNA-templated transcription;regulation of DNA-templated transcription;DNA repair;DNA recombination;nervous system process;reproductive process;anatomical structure development"
"314","PGEN_.00g008060","PGEN_.00g008060","gonad",9.077974,1,"Q8CFF0;Q3UAF2;Q3UZR7",101187,"Parp11","Protein mono-ADP-ribosyltransferase PARP11","Poly [ADP-ribose] polymerase 11","GO:0005829;GO:0016604;GO:0005635;GO:0005643;GO:0005654;GO:0003950;GO:1990404;GO:0030154;GO:0051028;GO:0006998;GO:0070213;GO:0140289;GO:0015031;GO:0007283","GO:0030154;GO:0051028;GO:0006998;GO:0070213;GO:0140289;GO:0015031;GO:0007283","GO:0005829;GO:0016604;GO:0005635;GO:0005643;GO:0005654","GO:0003950;GO:1990404","GO:0061024;GO:0022414","membrane organization;reproductive process"
"315","PGEN_.00g008070","PGEN_.00g008070","gonad",3.255798,1,"Q8CFF0;Q3UAF2;Q3UZR7",101187,"Parp11","Protein mono-ADP-ribosyltransferase PARP11","Poly [ADP-ribose] polymerase 11","GO:0005829;GO:0016604;GO:0005635;GO:0005643;GO:0005654;GO:0003950;GO:1990404;GO:0030154;GO:0051028;GO:0006998;GO:0070213;GO:0140289;GO:0015031;GO:0007283","GO:0030154;GO:0051028;GO:0006998;GO:0070213;GO:0140289;GO:0015031;GO:0007283","GO:0005829;GO:0016604;GO:0005635;GO:0005643;GO:0005654","GO:0003950;GO:1990404","GO:0061024;GO:0022414","membrane organization;reproductive process"
"316","PGEN_.00g008080","PGEN_.00g008080","gonad",52.062499,1,"Q9NQI0;A8K8Q2;B3KSF4;D6RDK4;E9PCD8;Q5M7Z3;Q86VX0;Q9NT92;Q9NYB1",54514,"DDX4","Probable ATP-dependent RNA helicase DDX4","Vasa homolog","GO:0005737;GO:0005634;GO:0043186;GO:0048471;GO:0071546;GO:0071547;GO:0005524;GO:0016887;GO:0003723;GO:0003724;GO:0030154;GO:0043046;GO:0030317;GO:0007276;GO:0031047;GO:0007141;GO:0007140;GO:0010529;GO:1990511;GO:0034587;GO:0007283","GO:0030154;GO:0043046;GO:0030317;GO:0007276;GO:0031047;GO:0007141;GO:0007140;GO:0010529;GO:1990511;GO:0034587;GO:0007283","GO:0005737;GO:0005634;GO:0043186;GO:0048471;GO:0071546;GO:0071547","GO:0005524;GO:0016887;GO:0003723;GO:0003724","GO:0022414;GO:0007018;GO:0022414;GO:0048870;GO:0022414;GO:0022414;GO:0140013;GO:0022414;GO:0140013;GO:0022414","reproductive process;microtubule-based movement;reproductive process;cell motility;reproductive process;reproductive process;meiotic nuclear division;reproductive process;meiotic nuclear division;reproductive process"
"319","PGEN_.00g008130","PGEN_.00g008130","gonad",13.53963,1,"P16621;Q960M3;Q9VIS8",35259,"Lar","Tyrosine-protein phosphatase Lar","dLAR","GO:0030424;GO:0009925;GO:0031252;GO:0009986;GO:0005925;GO:0016021;GO:0008201;GO:0005158;GO:0004725;GO:0032093;GO:0005001;GO:0048675;GO:0007411;GO:0007412;GO:0007155;GO:0060269;GO:0061484;GO:0008045;GO:1903386;GO:0046627;GO:0007399;GO:0048477;GO:0035335;GO:0008594;GO:0051491;GO:0120034;GO:0006470;GO:0045467;GO:0048841;GO:0031290;GO:0007283;GO:0051124","GO:0048675;GO:0007411;GO:0007412;GO:0007155;GO:0060269;GO:0061484;GO:0008045;GO:1903386;GO:0046627;GO:0007399;GO:0048477;GO:0035335;GO:0008594;GO:0051491;GO:0120034;GO:0006470;GO:0045467;GO:0048841;GO:0031290;GO:0007283;GO:0051124","GO:0030424;GO:0009925;GO:0031252;GO:0009986;GO:0005925;GO:0016021","GO:0008201;GO:0005158;GO:0004725;GO:0032093;GO:0005001","GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0022414;GO:0030154;GO:0048856;GO:0048870;GO:0030154;GO:0048856;GO:0007155;GO:0023052;GO:0048856;GO:0022414;GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0030154;GO:0048856;GO:0022414;GO:0034330;GO:0048856","cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;reproductive process;cell differentiation;anatomical structure development;cell motility;cell differentiation;anatomical structure development;cell adhesion;signaling;anatomical structure development;reproductive process;cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;cell differentiation;anatomical structure development;reproductive process;cell junction organization;anatomical structure development"
"330","PGEN_.00g008470","PGEN_.00g008470","gonad",126.280788,1,"Q9VHI4",50007,"Sf3b5","Splicing factor 3B subunit 5","Pre-mRNA-splicing factor SF3b 10 kDa subunit","GO:0071011;GO:0000124;GO:0005686;GO:0000398;GO:0010468;GO:0007283","GO:0000398;GO:0010468;GO:0007283","GO:0071011;GO:0000124;GO:0005686","","GO:0016071;GO:0022414","mRNA metabolic process;reproductive process"
"334","PGEN_.00g008540","PGEN_.00g008540","gonad",5.387071,1,"Q9R095;Q4V8M1",64555,"Spef2","Sperm flagellar protein 2","Protein KPL2","GO:0005737;GO:0005576;GO:0005794;GO:0002177;GO:0036126;GO:0097225;GO:0048854;GO:0090660;GO:0003351;GO:0044458;GO:0120197;GO:0060541;GO:0048705;GO:0007288;GO:0007283","GO:0048854;GO:0090660;GO:0003351;GO:0044458;GO:0120197;GO:0060541;GO:0048705;GO:0007288;GO:0007283","GO:0005737;GO:0005576;GO:0005794;GO:0002177;GO:0036126;GO:0097225","","GO:0048856;GO:0007018;GO:0050877;GO:0007018;GO:0044782;GO:0003016;GO:0007018;GO:0048856;GO:0048856;GO:0007010;GO:0007018;GO:0022414;GO:0030154;GO:0044782;GO:0048856;GO:0048870;GO:0022414","anatomical structure development;microtubule-based movement;nervous system process;microtubule-based movement;cilium organization;respiratory system process;microtubule-based movement;anatomical structure development;anatomical structure development;cytoskeleton organization;microtubule-based movement;reproductive process;cell differentiation;cilium organization;anatomical structure development;cell motility;reproductive process"
"340","PGEN_.00g008620","PGEN_.00g008620","gonad",0.061425,1,"Q9U298",175072,"eat-2","Neuronal acetylcholine receptor subunit eat-2","Abnormal pharyngeal pumping eat-2","GO:0005892;GO:0005887;GO:0031594;GO:0043005;GO:0045211;GO:0045202;GO:0022848;GO:0030594;GO:0004888;GO:0001508;GO:0007268;GO:0008340;GO:0034220;GO:0030536;GO:0048609;GO:0010629;GO:0050877;GO:0007274;GO:0043050;GO:1904000;GO:0010628;GO:0090326;GO:0061063;GO:0060378;GO:0042391;GO:0040014;GO:0043051;GO:0007165","GO:0001508;GO:0007268;GO:0008340;GO:0034220;GO:0030536;GO:0048609;GO:0010629;GO:0050877;GO:0007274;GO:0043050;GO:1904000;GO:0010628;GO:0090326;GO:0061063;GO:0060378;GO:0042391;GO:0040014;GO:0043051;GO:0007165","GO:0005892;GO:0005887;GO:0031594;GO:0043005;GO:0045211;GO:0045202","GO:0022848;GO:0030594;GO:0004888","GO:0023052;GO:0055085;GO:0022414;GO:0023052;GO:0048856;GO:0022414;GO:0023052","signaling;transmembrane transport;reproductive process;signaling;anatomical structure development;reproductive process;signaling"
"354","PGEN_.00g009010","PGEN_.00g009010","gonad",5.054233,1,"Q99MV1;A2VDG6;Q6F3G0;Q8CDN7;Q8K1G3",83561,"Tdrd1","Tudor domain-containing protein 1","Sterol carrier protein X","GO:0033391;GO:0005737;GO:0005829;GO:0043186;GO:0071546;GO:1990904;GO:0046872;GO:0043046;GO:0031047;GO:0007281;GO:0051321;GO:0030719;GO:0034587;GO:0007283","GO:0043046;GO:0031047;GO:0007281;GO:0051321;GO:0030719;GO:0034587;GO:0007283","GO:0033391;GO:0005737;GO:0005829;GO:0043186;GO:0071546;GO:1990904","GO:0046872","GO:0022414;GO:0022414;GO:0030154;GO:0048856;GO:0022414;GO:0022414;GO:0030154;GO:0048856;GO:0022414","reproductive process;reproductive process;cell differentiation;anatomical structure development;reproductive process;reproductive process;cell differentiation;anatomical structure development;reproductive process"
"358","PGEN_.00g009130","PGEN_.00g009130","gonad",1.710881,1,"Q7ZVT3",406747,"sass6","Spindle assembly abnormal protein 6 homolog","Ankyrin-like with transmembrane domains protein 1","GO:0005814;GO:0005813;GO:0005737;GO:0098536;GO:0007099;GO:0051298;GO:0040016;GO:0007052;GO:0000280;GO:0007283","GO:0007099;GO:0051298;GO:0040016;GO:0007052;GO:0000280;GO:0007283","GO:0005814;GO:0005813;GO:0005737;GO:0098536","","GO:0007010;GO:0007010;GO:0048856;GO:0000278;GO:0007010;GO:0022414","cytoskeleton organization;cytoskeleton organization;anatomical structure development;mitotic cell cycle;cytoskeleton organization;reproductive process"
"372","PGEN_.00g009550","PGEN_.00g009550","gonad",4.689438,1,"Q28FY0;Q6P345",394985,"dnaaf11","Dynein axonemal assembly factor 11","Protein tilB homolog","GO:0005737;GO:0005829;GO:0120293;GO:0005576;GO:0031514;GO:0070286;GO:0090660;GO:0060287;GO:0003351;GO:0051649;GO:0030317;GO:0036158;GO:0061512;GO:0120229","GO:0070286;GO:0090660;GO:0060287;GO:0003351;GO:0051649;GO:0030317;GO:0036158;GO:0061512;GO:0120229","GO:0005737;GO:0005829;GO:0120293;GO:0005576;GO:0031514","","GO:0007010;GO:0044782;GO:0065003;GO:0007018;GO:0050877;GO:0007018;GO:0048856;GO:0007018;GO:0007018;GO:0022414;GO:0048870;GO:0007010;GO:0044782;GO:0065003","cytoskeleton organization;cilium organization;protein-containing complex assembly;microtubule-based movement;nervous system process;microtubule-based movement;anatomical structure development;microtubule-based movement;microtubule-based movement;reproductive process;cell motility;cytoskeleton organization;cilium organization;protein-containing complex assembly"
"374","PGEN_.00g009610","PGEN_.00g009610","gonad",134.631191,1,"Q6RG02",NA,"","Vitellin","Solute carrier family 5 member 8","GO:0008289;GO:0005319;GO:0045735;GO:0048477","GO:0048477","","GO:0008289;GO:0005319;GO:0045735","GO:0022414;GO:0030154;GO:0048856","reproductive process;cell differentiation;anatomical structure development"
"401","PGEN_.00g010110","PGEN_.00g010110","gonad",22.506068,1,"Q8HXQ4;Q5RBS8",NA,"SOD1","Superoxide dismutase [Cu-Zn]","Vesicular H(+)/Aspartate-glutamate cotransporter","GO:0005737;GO:0031410;GO:0005829;GO:0032839;GO:0005739;GO:0043025;GO:0005634;GO:0032991;GO:0051087;GO:0005507;GO:0030346;GO:0004784;GO:0008270;GO:0060088;GO:0007569;GO:0006879;GO:0007566;GO:0006749;GO:0060047;GO:0050665;GO:0007626;GO:0046716;GO:0002262;GO:0045541;GO:0043524;GO:0060052;GO:0001541;GO:0032287;GO:0043085;GO:0001819;GO:0043410;GO:0072593;GO:0008217;GO:0051881;GO:0040014;GO:0045859;GO:0060087;GO:0019430;GO:0048678;GO:0045471;GO:0009408;GO:0042542;GO:0010033;GO:0000303;GO:0001895;GO:0007605;GO:0007283;GO:0006801;GO:0019226","GO:0060088;GO:0007569;GO:0006879;GO:0007566;GO:0006749;GO:0060047;GO:0050665;GO:0007626;GO:0046716;GO:0002262;GO:0045541;GO:0043524;GO:0060052;GO:0001541;GO:0032287;GO:0043085;GO:0001819;GO:0043410;GO:0072593;GO:0008217;GO:0051881;GO:0040014;GO:0045859;GO:0060087;GO:0019430;GO:0048678;GO:0045471;GO:0009408;GO:0042542;GO:0010033;GO:0000303;GO:0001895;GO:0007605;GO:0007283;GO:0006801;GO:0019226","GO:0005737;GO:0031410;GO:0005829;GO:0032839;GO:0005739;GO:0043025;GO:0005634;GO:0032991","GO:0051087;GO:0005507;GO:0030346;GO:0004784;GO:0008270","GO:0030154;GO:0048856;GO:0022414;GO:0048856;GO:0006575;GO:0006790;GO:0003013;GO:0002376;GO:0006629;GO:0012501;GO:0007010;GO:0022414;GO:0048856;GO:0030154;GO:0048856;GO:0061024;GO:0023052;GO:0003013;GO:0003012;GO:0003013;GO:0098754;GO:0050877;GO:0022414;GO:0023052;GO:0050877","cell differentiation;anatomical structure development;reproductive process;anatomical structure development;cellular modified amino acid metabolic process;sulfur compound metabolic process;circulatory system process;immune system process;lipid metabolic process;programmed cell death;cytoskeleton organization;reproductive process;anatomical structure development;cell differentiation;anatomical structure development;membrane organization;signaling;circulatory system process;muscle system process;circulatory system process;detoxification;nervous system process;reproductive process;signaling;nervous system process"
"435","PGEN_.00g011260","PGEN_.00g011260","gonad",0.479007,1,"Q99999;Q96C63",9514,"GAL3ST1","Galactosylceramide sulfotransferase","Cerebroside sulfotransferase","GO:0000139;GO:0005887;GO:0016020;GO:0050694;GO:0001733;GO:0008146;GO:0006682;GO:0006681;GO:0046486;GO:0042552;GO:0006487;GO:0007283;GO:0006665","GO:0006682;GO:0006681;GO:0046486;GO:0042552;GO:0006487;GO:0007283;GO:0006665","GO:0000139;GO:0005887;GO:0016020","GO:0050694;GO:0001733;GO:0008146","GO:0006629;GO:1901135;GO:0006629;GO:1901135;GO:0006629;GO:0048856;GO:0006486;GO:1901135;GO:0022414;GO:0006629","lipid metabolic process;carbohydrate derivative metabolic process;lipid metabolic process;carbohydrate derivative metabolic process;lipid metabolic process;anatomical structure development;protein glycosylation;carbohydrate derivative metabolic process;reproductive process;lipid metabolic process"
"472","PGEN_.00g012200","PGEN_.00g012200","gonad",1075.075459,1,"P00184;Q61455",13076,"Cyp1a1","Cytochrome P450 1A1","Hydroperoxy icosatetraenoate dehydratase","GO:0005737;GO:0005789;GO:0043231;GO:0005743;GO:0005739;GO:0008391;GO:0070330;GO:0003824;GO:0032451;GO:0019899;GO:0101020;GO:0101021;GO:0016711;GO:0020037;GO:0030544;GO:0051879;GO:0106256;GO:0005506;GO:0120319;GO:0102033;GO:0004497;GO:0016491;GO:0016679;GO:0016712;GO:0008395;GO:0070576;GO:0042904;GO:0007568;GO:0009308;GO:0043010;GO:0008283;GO:0071280;GO:0071407;GO:0009804;GO:0019341;GO:0048565;GO:0006306;GO:0008210;GO:0006631;GO:0009812;GO:0070365;GO:0046483;GO:0050665;GO:0017143;GO:0002933;GO:0001676;GO:0060137;GO:0006778;GO:1900087;GO:0046677;GO:0046685;GO:0032094;GO:0009635;GO:0055093;GO:0001666;GO:0035902;GO:0010041;GO:0032496;GO:0009624;GO:0009636;GO:0009615;GO:0033189;GO:0009611;GO:0042572;GO:0006694;GO:0008202;GO:0009404;GO:0006805","GO:0042904;GO:0007568;GO:0009308;GO:0043010;GO:0008283;GO:0071280;GO:0071407;GO:0009804;GO:0019341;GO:0048565;GO:0006306;GO:0008210;GO:0006631;GO:0009812;GO:0070365;GO:0046483;GO:0050665;GO:0017143;GO:0002933;GO:0001676;GO:0060137;GO:0006778;GO:1900087;GO:0046677;GO:0046685;GO:0032094;GO:0009635;GO:0055093;GO:0001666;GO:0035902;GO:0010041;GO:0032496;GO:0009624;GO:0009636;GO:0009615;GO:0033189;GO:0009611;GO:0042572;GO:0006694;GO:0008202;GO:0009404;GO:0006805","GO:0005737;GO:0005789;GO:0043231;GO:0005743;GO:0005739","GO:0008391;GO:0070330;GO:0003824;GO:0032451;GO:0019899;GO:0101020;GO:0101021;GO:0016711;GO:0020037;GO:0030544;GO:0051879;GO:0106256;GO:0005506;GO:0120319;GO:0102033;GO:0004497;GO:0016491;GO:0016679;GO:0016712;GO:0008395;GO:0070576","GO:0006629;GO:0048856;GO:0048856;GO:0006629;GO:0006629;GO:0030154;GO:0048856;GO:0006629;GO:0006629;GO:0022414;GO:0000278;GO:0006629;GO:0006629;GO:0006629","lipid metabolic process;anatomical structure development;anatomical structure development;lipid metabolic process;lipid metabolic process;cell differentiation;anatomical structure development;lipid metabolic process;lipid metabolic process;reproductive process;mitotic cell cycle;lipid metabolic process;lipid metabolic process;lipid metabolic process"
